Gene Name,Transcript Name,Description
Phvul.009G159200,Phvul.009G159200.1,PTHR11972:SF64 - RESPIRATORY BURST OXIDASE HOMOLOG PROTEIN A-RELATED (1 of 2)
Phvul.005G116000,Phvul.005G116000.1,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 91)
Phvul.002G128800,Phvul.002G128800.1,PTHR23273:SF12 - REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT C-RELATED (1 of 1)
Phvul.008G208700,Phvul.008G208700.1,1.3.1.93 - Very-long-chain enoyl-CoA reductase (1 of 1)
Phvul.005G117866,Phvul.005G117866.1,PTHR11306//PTHR11306:SF13 - NIEMANN PICK TYPE C2 PROTEIN NPC2-RELATED // SUBFAMILY NOT NAMED (1 of 4)
Phvul.003G262300,Phvul.003G262300.4,
Phvul.010G160800,Phvul.010G160800.3,K03322 - manganese transport protein (mntH)  (1 of 2)
Phvul.001G061700,Phvul.001G061700.2,
Phvul.005G070000,Phvul.005G070000.1,"K00852 - ribokinase (rbsK, RBKS)  (1 of 2)"
Phvul.003G124200,Phvul.003G124200.1,
Phvul.003G188400,Phvul.003G188400.1,"K12127 - pseudo-response regulator 1 (TOC1, APRR1)  (1 of 2)"
Phvul.007G143100,Phvul.007G143100.4,
Phvul.008G125600,Phvul.008G125600.1,PTHR10265 - CYCLIN-DEPENDENT KINASE INHIBITOR 1 (1 of 5)
Phvul.001G075200,Phvul.001G075200.1,PTHR23074:SF20 - GH08677P (1 of 3)
Phvul.005G038400,Phvul.005G038400.1,
Phvul.001G163900,Phvul.001G163900.1,"PF14379 - MYB-CC type transfactor, LHEQLE motif (Myb_CC_LHEQLE)  (1 of 18)"
Phvul.011G001000,Phvul.011G001000.1,PTHR24078:SF231 - CHAPERONE PROTEIN DNAJ (1 of 5)
Phvul.003G195800,Phvul.003G195800.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.002G256300,Phvul.002G256300.1,K07893 - Ras-related protein Rab-6A (RAB6A)  (1 of 4)
Phvul.008G176800,Phvul.008G176800.1,PF10250 - GDP-fucose protein O-fucosyltransferase (O-FucT)  (1 of 39)
Phvul.003G135800,Phvul.003G135800.2,PTHR10992:SF834 - ALPHA/BETA-HYDROLASE-LIKE PROTEIN (1 of 1)
Phvul.003G024700,Phvul.003G024700.1,PTHR19241:SF303 - ABC TRANSPORTER G FAMILY MEMBER 21 (1 of 2)
Phvul.006G146800,Phvul.006G146800.1,PF06364 - Protein of unknown function (DUF1068) (DUF1068)  (1 of 6)
Phvul.008G084800,Phvul.008G084800.4,
Phvul.003G247000,Phvul.003G247000.1,PTHR24343//PTHR24343:SF160 - SERINE/THREONINE KINASE // SUBFAMILY NOT NAMED (1 of 2)
Phvul.008G004200,Phvul.008G004200.1,"K01880 - glycyl-tRNA synthetase (GARS, glyS1)  (1 of 1)"
Phvul.009G040800,Phvul.009G040800.3,PTHR31851:SF16 - MEMBRANE PROTEIN OF ER BODY 2 (1 of 4)
Phvul.005G087700,Phvul.005G087700.1,"K15429 - tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228] (TRM5, TRMT5)  (1 of 1)"
Phvul.004G094700,Phvul.004G094700.1,
Phvul.004G061100,Phvul.004G061100.1,PTHR11945:SF176 - PROTEIN AGAMOUS-LIKE 82 (1 of 13)
Phvul.009G173800,Phvul.009G173800.2,KOG0744 - AAA+-type ATPase (1 of 1)
Phvul.003G059200,Phvul.003G059200.2,
Phvul.003G065200,Phvul.003G065200.7,
Phvul.003G053000,Phvul.003G053000.1,"2.4.1.15//3.1.3.12 - Alpha,alpha-trehalose-phosphate synthase (UDP-forming) / UDP-glucose--glucose-phosphate glucosyltransferase // Trehalose-phosphatase / Trehalose 6-phosphate phosphatase (1 of 9)"
Phvul.001G001200,Phvul.001G001200.2,
Phvul.009G107800,Phvul.009G107800.1,PTHR21573:SF0 - ER MEMBRANE PROTEIN COMPLEX SUBUNIT 1 (1 of 1)
Phvul.010G050100,Phvul.010G050100.2,
Phvul.011G115600,Phvul.011G115600.2,
Phvul.003G043800,Phvul.003G043800.1,
Phvul.005G056000,Phvul.005G056000.4,
Phvul.011G161900,Phvul.011G161900.1,KOG0159 - Cytochrome P450 CYP11/CYP12/CYP24/CYP27 subfamilies (1 of 1)
Phvul.004G132100,Phvul.004G132100.2,
Phvul.002G243300,Phvul.002G243300.1,PTHR22835//PTHR22835:SF177 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 5)
Phvul.003G282900,Phvul.003G282900.16,
Phvul.001G204600,Phvul.001G204600.1,
Phvul.011G196300,Phvul.011G196300.1,
Phvul.001G070600,Phvul.001G070600.12,
Phvul.002G113800,Phvul.002G113800.1,PTHR33070:SF3 - EXPRESSED PROTEIN (1 of 3)
Phvul.006G216100,Phvul.006G216100.2,
Phvul.011G056700,Phvul.011G056700.1,PTHR22754:SF4 - DISCO-INTERACTING PROTEIN 2 (1 of 1)
Phvul.002G009300,Phvul.002G009300.1,PF06404 - Phytosulfokine precursor protein (PSK) (PSK)  (1 of 6)
Phvul.001G123600,Phvul.001G123600.1,PTHR22950:SF269 - EXPRESSED PROTEIN (1 of 5)
Phvul.005G165900,Phvul.005G165900.2,PTHR27001:SF102 - LYSM DOMAIN RECEPTOR-LIKE KINASE 3 (1 of 2)
Phvul.006G033800,Phvul.006G033800.1,"3.2.1.151 - Xyloglucan-specific endo-beta-1,4-glucanase / Xyloglucanendohydrolase (1 of 10)"
Phvul.007G221200,Phvul.007G221200.1,PTHR33597:SF4 - CONSERVED PEPTIDE UPSTREAM OPEN READING FRAME 47 (1 of 2)
Phvul.001G186900,Phvul.001G186900.1,PTHR31972:SF16 - EXPRESSED PROTEIN (1 of 2)
Phvul.L006701,Phvul.L006701.4,
Phvul.004G081400,Phvul.004G081400.3,
Phvul.007G116275,Phvul.007G116275.1,
Phvul.L001611,Phvul.L001611.1,
Phvul.009G227900,Phvul.009G227900.3,
Phvul.007G059750,Phvul.007G059750.1,PF00190 - Cupin (Cupin_1)  (1 of 22)
Phvul.010G146900,Phvul.010G146900.2,
Phvul.003G049500,Phvul.003G049500.1,
Phvul.008G272900,Phvul.008G272900.2,
Phvul.007G258400,Phvul.007G258400.3,
Phvul.011G073800,Phvul.011G073800.1,K08472 - mlo protein (MLO)  (1 of 20)
Phvul.001G131400,Phvul.001G131400.1,PTHR16557:SF4 - 2-OXOGLUTARATE-DEPENDENT DIOXYGENASE FAMILY PROTEIN-RELATED (1 of 2)
Phvul.002G084700,Phvul.002G084700.1,PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 79)
Phvul.009G257300,Phvul.009G257300.1,PTHR24012:SF479 - RNA RECOGNITION MOTIF-CONTAINING PROTEIN (1 of 1)
Phvul.008G084400,Phvul.008G084400.1,
Phvul.001G014900,Phvul.001G014900.2,
Phvul.003G177700,Phvul.003G177700.1,
Phvul.008G224700,Phvul.008G224700.2,PTHR13848:SF5 - PROTEIN YIPPEE-LIKE (1 of 3)
Phvul.006G059206,Phvul.006G059206.1,PTHR15668 - JM1 PROTEIN (1 of 1)
Phvul.011G072400,Phvul.011G072400.1,3.1.3.76 - Lipid-phosphate phosphatase / Soluble epoxide hydrolase (1 of 2)
Phvul.002G006700,Phvul.002G006700.1,PTHR31500:SF17 - AT HOOK MOTIF DNA-BINDING FAMILY PROTEIN (1 of 2)
Phvul.008G149506,Phvul.008G149506.1,PTHR12447 - UNCHARACTERIZED WITH ANKYRIN REPEAT DOMAIN (1 of 7)
Phvul.009G002200,Phvul.009G002200.1,2.4.2.14 - Amidophosphoribosyltransferase / Phosphoribosyldiphosphate 5-amidotransferase (1 of 3)
Phvul.002G054900,Phvul.002G054900.1,
Phvul.001G016000,Phvul.001G016000.4,
Phvul.010G137500,Phvul.010G137500.1,PTHR10641:SF656 - MYB DOMAIN PROTEIN 26 (1 of 2)
Phvul.006G116800,Phvul.006G116800.1,
Phvul.009G239800,Phvul.009G239800.1,K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1)  (1 of 24)
Phvul.009G000700,Phvul.009G000700.1,
Phvul.007G082800,Phvul.007G082800.1,PF12023 - Domain of unknown function (DUF3511) (DUF3511)  (1 of 10)
Phvul.009G204300,Phvul.009G204300.1,PTHR22952:SF214 - BASIC LEUCINE-ZIPPER 70-RELATED (1 of 2)
Phvul.006G134044,Phvul.006G134044.1,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 46)
Phvul.003G076600,Phvul.003G076600.2,
Phvul.001G101600,Phvul.001G101600.1,
Phvul.009G121000,Phvul.009G121000.1,1.7.1.1 - Nitrate reductase (NADH) / Nitrate reductase (NADH(2)) (1 of 2)
Phvul.004G135100,Phvul.004G135100.1,PTHR11017//PTHR11017:SF174 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Phvul.006G195800,Phvul.006G195800.2,
Phvul.005G021601,Phvul.005G021601.1,PTHR31907:SF4 - MLP-LIKE PROTEIN 165-RELATED (1 of 4)
Phvul.009G097500,Phvul.009G097500.1,PTHR10177:SF212 - CYCLIN-A2-1-RELATED (1 of 2)
Phvul.002G106600,Phvul.002G106600.1,PTHR24072:SF179 - RAC-LIKE GTP-BINDING PROTEIN ARAC1-RELATED (1 of 2)
Phvul.002G017500,Phvul.002G017500.1,K00588 - caffeoyl-CoA O-methyltransferase (E2.1.1.104)  (1 of 6)
Phvul.002G065600,Phvul.002G065600.1,PTHR10264:SF90 - HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 3 (1 of 1)
Phvul.009G097900,Phvul.009G097900.1,PTHR37252:SF1 - CTC-INTERACTING DOMAIN 5 (1 of 2)
Phvul.001G100501,Phvul.001G100501.1,
Phvul.003G246200,Phvul.003G246200.1,
Phvul.011G203800,Phvul.011G203800.1,PF08027//PF16720 - Albumin I chain b (Albumin_I)  // Albumin I chain a (Albumin_I_a)  (1 of 15)
Phvul.004G033300,Phvul.004G033300.2,PF14234 - Domain of unknown function (DUF4336) (DUF4336)  (1 of 1)
Phvul.003G258700,Phvul.003G258700.1,PTHR27000:SF169 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
Phvul.001G241000,Phvul.001G241000.1,PF00046 - Homeobox domain (Homeobox)  (1 of 84)
Phvul.005G157700,Phvul.005G157700.4,
Phvul.011G179600,Phvul.011G179600.4,"PTHR14879 - CASPASE REGULATOR, RING FINGER DOMAIN-CONTAINING (1 of 1)"
Phvul.011G125200,Phvul.011G125200.1,PF00847 - AP2 domain (AP2)  (1 of 180)
Phvul.007G148400,Phvul.007G148400.2,
Phvul.009G167600,Phvul.009G167600.1,PF07714//PF13855 - Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat (LRR_8)  (1 of 6)
Phvul.011G043200,Phvul.011G043200.1,
Phvul.004G006200,Phvul.004G006200.1,PTHR12396:SF10 - METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 1-RELATED (1 of 4)
Phvul.010G090200,Phvul.010G090200.1,PTHR24057:SF19 - SHAGGY-RELATED PROTEIN KINASE BETA-RELATED (1 of 2)
Phvul.010G104800,Phvul.010G104800.1,PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 55)
Phvul.008G148206,Phvul.008G148206.7,
Phvul.008G270800,Phvul.008G270800.1,
Phvul.005G091800,Phvul.005G091800.3,
Phvul.009G257000,Phvul.009G257000.1,PTHR24343//PTHR24343:SF199 - SERINE/THREONINE KINASE // SUBFAMILY NOT NAMED (1 of 2)
Phvul.002G216800,Phvul.002G216800.2,"PTHR11540:SF21 - MALATE DEHYDROGENASE, GLYOXYSOMAL (1 of 1)"
Phvul.008G223000,Phvul.008G223000.2,
Phvul.011G155100,Phvul.011G155100.1,PTHR31272:SF6 - CYTOCHROME C-TYPE BIOGENESIS CCDA-LIKE CHLOROPLASTIC PROTEIN (1 of 1)
Phvul.006G035700,Phvul.006G035700.1,PTHR22937//PTHR22937:SF48 - RING FINGER CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 10)
Phvul.003G155200,Phvul.003G155200.1,PTHR23067//PTHR23067:SF43 - DOUBLE-STRANDED RNA-BINDING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.005G107201,Phvul.005G107201.1,
Phvul.001G090800,Phvul.001G090800.3,
Phvul.004G093194,Phvul.004G093194.1,K08912 - light-harvesting complex II chlorophyll a/b binding protein 1 (LHCB1)  (1 of 13)
Phvul.002G088900,Phvul.002G088900.1,PTHR10641:SF461 - MYB-RELATED PROTEIN B (1 of 2)
Phvul.003G037600,Phvul.003G037600.1,PTHR12565:SF123 - TRANSCRIPTION FACTOR BIM2 (1 of 1)
Phvul.001G131300,Phvul.001G131300.1,"K09285 - AP2-like factor, ANT lineage (OVM, ANT)  (1 of 17)"
Phvul.006G133700,Phvul.006G133700.1,PTHR22298:SF36 - ENDOGLUCANASE 21-RELATED (1 of 2)
Phvul.007G257700,Phvul.007G257700.1,PTHR22952//PTHR22952:SF204 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.004G149800,Phvul.004G149800.1,"PTHR10458:SF2 - PEPTIDE DEFORMYLASE 1B, CHLOROPLASTIC/MITOCHONDRIAL (1 of 1)"
Phvul.011G062800,Phvul.011G062800.1,K08956 - AFG3 family protein [EC:3.4.24.-] (AFG3)  (1 of 2)
Phvul.003G047100,Phvul.003G047100.1,PTHR11926//PTHR11926:SF190 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 3)
Phvul.002G238300,Phvul.002G238300.3,
Phvul.003G097400,Phvul.003G097400.1,PTHR11926:SF152 - UDP-GLUCOSYL TRANSFERASE 73B2-RELATED (1 of 5)
Phvul.002G271100,Phvul.002G271100.1,PTHR32285:SF34 - PROTEIN TRICHOME BEREFRINGENCE-LIKE 7 (1 of 1)
Phvul.006G144300,Phvul.006G144300.1,
Phvul.008G214600,Phvul.008G214600.1,
Phvul.005G013200,Phvul.005G013200.1,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1198)
Phvul.001G267600,Phvul.001G267600.13,
Phvul.008G281000,Phvul.008G281000.1,PF00560 - Leucine Rich Repeat (LRR_1)  (1 of 227)
Phvul.009G177100,Phvul.009G177100.1,PTHR10641:SF570 - TRANSCRIPTION FACTOR MYB98 (1 of 3)
Phvul.008G186500,Phvul.008G186500.1,PF11331 - Probable zinc-ribbon domain (zinc_ribbon_12)  (1 of 4)
Phvul.006G078300,Phvul.006G078300.1,
Phvul.003G185200,Phvul.003G185200.1,
Phvul.010G133500,Phvul.010G133500.1,PTHR14194//PTHR14194:SF44 - NITROGEN METABOLIC REGULATION PROTEIN NMR-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.008G099700,Phvul.008G099700.1,PTHR24128:SF14 - E3 UBIQUITIN-PROTEIN LIGASE XBAT31-RELATED (1 of 3)
Phvul.007G072700,Phvul.007G072700.9,
Phvul.005G118600,Phvul.005G118600.1,"K15442 - tRNA-specific adenosine deaminase 3 (TAD3, ADAT3)  (1 of 1)"
Phvul.011G015300,Phvul.011G015300.3,
Phvul.006G032000,Phvul.006G032000.1,
Phvul.009G090272,Phvul.009G090272.1,K05573 - NAD(P)H-quinone oxidoreductase subunit 2 (ndhB)  (1 of 3)
Phvul.009G175100,Phvul.009G175100.2,
Phvul.L001695,Phvul.L001695.1,
Phvul.005G004500,Phvul.005G004500.1,K12878 - THO complex subunit 1 (THOC1)  (1 of 1)
Phvul.003G125300,Phvul.003G125300.1,PTHR32468:SF20 - CATION/H(+) ANTIPORTER 19 (1 of 2)
Phvul.010G018800,Phvul.010G018800.8,
Phvul.003G005200,Phvul.003G005200.1,PTHR13140:SF256 - MYOSIN-14-RELATED (1 of 4)
Phvul.002G319700,Phvul.002G319700.1,"K14011 - UBX domain-containing protein 6 (UBXN6, UBXD1)  (1 of 1)"
Phvul.007G105200,Phvul.007G105200.1,PTHR31658:SF0 - CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 1 (1 of 1)
Phvul.009G035400,Phvul.009G035400.1,PTHR10071:SF192 - GATA TRANSCRIPTION FACTOR 25 (1 of 3)
Phvul.011G194100,Phvul.011G194100.1,PTHR27002:SF95 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE B120 (1 of 12)
Phvul.005G129700,Phvul.005G129700.3,
Phvul.006G129700,Phvul.006G129700.1,PTHR31388:SF22 - PEROXIDASE 22-RELATED (1 of 10)
Phvul.007G259300,Phvul.007G259300.1,PTHR10288:SF5 - ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 36-RELATED (1 of 2)
Phvul.010G113266,Phvul.010G113266.1,"2.4.1.131 - GDP-Man:Man(3)GlcNAc(2)-PP-dolichol alpha-1,2-mannosyltransferase (1 of 2)"
Phvul.006G164200,Phvul.006G164200.1,KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 73)
Phvul.009G071200,Phvul.009G071200.1,PTHR23315:SF64 - ARM REPEAT SUPERFAMILY PROTEIN-RELATED (1 of 2)
Phvul.009G256200,Phvul.009G256200.1,"K11797 - PH-interacting protein (PHIP, WDR11)  (1 of 2)"
Phvul.008G046300,Phvul.008G046300.1,
Phvul.007G158700,Phvul.007G158700.7,
Phvul.008G099300,Phvul.008G099300.1,PTHR14155:SF180 - RING/U-BOX DOMAIN-CONTAINING PROTEIN-RELATED (1 of 7)
Phvul.011G216400,Phvul.011G216400.1,PTHR24423:SF365 - ETHYLENE RECEPTOR 1-RELATED (1 of 1)
Phvul.001G251500,Phvul.001G251500.1,PTHR22904:SF358 - CC-TETRATRICOPEPTIDE REPEAT PROTEIN (1 of 2)
Phvul.008G171700,Phvul.008G171700.1,PTHR10174//PTHR10174:SF148 - RETINALDEHYDE BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Phvul.004G084494,Phvul.004G084494.2,
Phvul.001G129600,Phvul.001G129600.2,"PF00122//PF00689//PF12710 - E1-E2 ATPase (E1-E2_ATPase)  // Cation transporting ATPase, C-terminus (Cation_ATPase_C)  // haloacid dehalogenase-like hydrolase (HAD)  (1 of 1)"
Phvul.002G154100,Phvul.002G154100.1,
Phvul.007G166800,Phvul.007G166800.2,"PTHR24089:SF80 - BMCP, ISOFORM A (1 of 1)"
Phvul.008G026800,Phvul.008G026800.1,PTHR13887 - GLUTATHIONE S-TRANSFERASE KAPPA (1 of 3)
Phvul.010G116000,Phvul.010G116000.1,PTHR10891:SF624 - CALCIUM-BINDING PROTEIN KIC (1 of 2)
Phvul.007G114600,Phvul.007G114600.1,
Phvul.001G260200,Phvul.001G260200.1,PTHR12419//PTHR12419:SF24 - OTU DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.005G076500,Phvul.005G076500.4,
Phvul.006G176980,Phvul.006G176980.1,"K02914 - large subunit ribosomal protein L34 (RP-L34, MRPL34, rpmH)  (1 of 3)"
Phvul.008G034700,Phvul.008G034700.1,PTHR31867:SF33 - EXPANSIN-A21-RELATED (1 of 1)
Phvul.008G288000,Phvul.008G288000.1,PTHR22811:SF50 - TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN P24BETA2 (1 of 2)
Phvul.007G242800,Phvul.007G242800.1,1.1.1.100 - 3-oxoacyl-[acyl-carrier-protein] reductase (1 of 5)
Phvul.001G015100,Phvul.001G015100.2,
Phvul.002G190200,Phvul.002G190200.3,
Phvul.005G059000,Phvul.005G059000.1,"PTHR31719:SF42 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MGH6 (1 of 1)"
Phvul.007G243700,Phvul.007G243700.1,
Phvul.001G128700,Phvul.001G128700.1,"PTHR12668//PTHR12668:SF18 - TRANSMEMBRANE PROTEIN 14, 15 // SUBFAMILY NOT NAMED (1 of 1)"
Phvul.005G054800,Phvul.005G054800.2,
Phvul.007G064700,Phvul.007G064700.1,PTHR23024:SF219 - CARBOXYLESTERASE 120-RELATED (1 of 1)
Phvul.008G039600,Phvul.008G039600.10,
Phvul.007G147500,Phvul.007G147500.1,
Phvul.011G164100,Phvul.011G164100.1,PTHR24128:SF24 - ANKYRIN REPEAT FAMILY PROTEIN-RELATED (1 of 9)
Phvul.007G147300,Phvul.007G147300.4,
Phvul.007G042400,Phvul.007G042400.1,PTHR23201:SF15 - GIBBERELLIN-REGULATED PROTEIN 7 (1 of 1)
Phvul.011G167300,Phvul.011G167300.1,PTHR11177//PTHR11177:SF161 - CHITINASE // SUBFAMILY NOT NAMED (1 of 1)
Phvul.004G076700,Phvul.004G076700.1,PTHR21659//PTHR21659:SF25 - HYDROPHOBIC PROTEIN RCI2  LOW TEMPERATURE AND SALT RESPONSIVE PROTEIN LTI6 -RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.003G104100,Phvul.003G104100.2,
Phvul.002G208700,Phvul.002G208700.1,PTHR30540:SF8 - POTASSIUM TRANSPORTER 13-RELATED (1 of 4)
Phvul.008G210600,Phvul.008G210600.1,
Phvul.003G141800,Phvul.003G141800.1,PTHR10795:SF431 - SUBTILISIN SERINE PROTEASE-RELATED (1 of 2)
Phvul.001G178800,Phvul.001G178800.1,PF10270 - Membrane magnesium transporter (MMgT)  (1 of 2)
Phvul.008G127500,Phvul.008G127500.2,
Phvul.010G080100,Phvul.010G080100.1,"PTHR33345:SF3 - GENOMIC DNA, CHROMOSOME 3, BAC CLONE:F16J14 (1 of 2)"
Phvul.007G037900,Phvul.007G037900.1,PTHR22814//PTHR22814:SF47 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED (1 of 8)
Phvul.002G263400,Phvul.002G263400.3,
Phvul.009G053100,Phvul.009G053100.1,"PTHR10209//PTHR10209:SF167 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 5)"
Phvul.003G261700,Phvul.003G261700.2,
Phvul.009G072333,Phvul.009G072333.1,PTHR10322:SF21 - DNA POLYMERASE ALPHA CATALYTIC SUBUNIT (1 of 3)
Phvul.002G166800,Phvul.002G166800.1,PTHR34284:SF1 - FG-GAP REPEAT-CONTAINING PROTEIN (1 of 1)
Phvul.011G149700,Phvul.011G149700.1,PTHR23050//PTHR23050:SF170 - CALCIUM BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Phvul.002G116651,Phvul.002G116651.1,PTHR10241:SF27 - DUO1-ACTIVATED WD40 1 (1 of 2)
Phvul.005G164900,Phvul.005G164900.2,
Phvul.006G032700,Phvul.006G032700.1,PTHR12758:SF20 - PEPTIDASE-C1 DOMAIN-CONTAINING PROTEIN (1 of 4)
Phvul.007G176100,Phvul.007G176100.1,PF04720 - PDDEXK-like family of unknown function (PDDEXK_6)  (1 of 14)
Phvul.011G039600,Phvul.011G039600.1,PTHR10071:SF183 - GATA TRANSCRIPTION FACTOR 7 (1 of 1)
Phvul.011G037600,Phvul.011G037600.1,K14488 - SAUR family protein (SAUR)  (1 of 75)
Phvul.007G084800,Phvul.007G084800.1,K13126 - polyadenylate-binding protein (PABPC)  (1 of 8)
Phvul.004G094900,Phvul.004G094900.2,
Phvul.003G050000,Phvul.003G050000.1,PTHR12176:SF18 - METHYLTRANSFERASE-LIKE PROTEIN 13 (1 of 1)
Phvul.011G002100,Phvul.011G002100.1,PTHR23324:SF67 - PATELLIN-1-RELATED (1 of 1)
Phvul.008G182500,Phvul.008G182500.1,PTHR36054:SF1 - HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY PROTEIN (1 of 1)
Phvul.007G223200,Phvul.007G223200.1,
Phvul.001G002100,Phvul.001G002100.1,"PTHR10438:SF247 - THIOREDOXIN-LIKE PROTEIN CDSP32, CHLOROPLASTIC (1 of 1)"
Phvul.007G112678,Phvul.007G112678.1,PTHR16212:SF4 - FOCADHESIN (1 of 11)
Phvul.009G196900,Phvul.009G196900.1,PTHR31194:SF13 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR SHINE 2-RELATED (1 of 3)
Phvul.007G276700,Phvul.007G276700.2,PF00045 - Hemopexin (Hemopexin)  (1 of 17)
Phvul.010G062300,Phvul.010G062300.1,
Phvul.004G122700,Phvul.004G122700.1,1.1.1.140 - Sorbitol-6-phosphate 2-dehydrogenase / Ketosephosphate reductase (1 of 1)
Phvul.008G016700,Phvul.008G016700.4,
Phvul.004G099100,Phvul.004G099100.1,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 49)
Phvul.002G118000,Phvul.002G118000.1,PTHR14155//PTHR14155:SF187 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)
Phvul.004G093394,Phvul.004G093394.1,K08912 - light-harvesting complex II chlorophyll a/b binding protein 1 (LHCB1)  (1 of 13)
Phvul.002G277600,Phvul.002G277600.2,
Phvul.010G142800,Phvul.010G142800.1,"PTHR31042:SF24 - CORE-2/I-BRANCHING BETA-1,6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN (1 of 2)"
Phvul.004G065300,Phvul.004G065300.7,
Phvul.004G028900,Phvul.004G028900.4,
Phvul.004G083300,Phvul.004G083300.1,PTHR31951:SF22 - ECA1 GAMETOGENESIS RELATED FAMILY PROTEIN-RELATED (1 of 4)
Phvul.004G175000,Phvul.004G175000.1,"K03021 - DNA-directed RNA polymerase III subunit RPC2 (RPC2, POLR3B)  (1 of 1)"
Phvul.003G262600,Phvul.003G262600.1,PTHR22298:SF57 - ENDOGLUCANASE 10-RELATED (1 of 2)
Phvul.002G254900,Phvul.002G254900.1,PTHR31718:SF0 - EXPRESSED PROTEIN-RELATED (1 of 2)
Phvul.002G235500,Phvul.002G235500.1,
Phvul.008G197400,Phvul.008G197400.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.011G111900,Phvul.011G111900.2,PTHR32116:SF27 - GALACTURONOSYLTRANSFERASE 10-RELATED (1 of 2)
Phvul.009G167300,Phvul.009G167300.1,K02737 - 20S proteasome subunit beta 5 (PSMB5)  (1 of 1)
Phvul.003G230600,Phvul.003G230600.1,PTHR31100:SF14 - AT-HOOK MOTIF NUCLEAR LOCALIZED PROTEIN 21-RELATED (1 of 3)
Phvul.006G038100,Phvul.006G038100.1,
Phvul.006G014600,Phvul.006G014600.4,
Phvul.008G037800,Phvul.008G037800.1,PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 197)
Phvul.003G095100,Phvul.003G095100.1,3.1.1.45 - Carboxymethylenebutenolidase / Maleylacetate enol-lactonase (1 of 2)
Phvul.001G135000,Phvul.001G135000.1,
Phvul.006G083600,Phvul.006G083600.1,PTHR31852:SF1 - LATE EMBRYOGENESIS ABUNDANT (LEA) HYDROXYPROLINE-RICH GLYCOPROTEIN-RELATED (1 of 2)
Phvul.007G183500,Phvul.007G183500.1,PTHR10026:SF13 - CYCLIN-L1-RELATED (1 of 1)
Phvul.002G272500,Phvul.002G272500.1,
Phvul.009G029800,Phvul.009G029800.1,PTHR10788:SF25 - TREHALOSE-PHOSPHATE PHOSPHATASE D-RELATED (1 of 2)
Phvul.003G025700,Phvul.003G025700.2,
Phvul.008G133000,Phvul.008G133000.1,
